id,state,source,source_record_id,record_type,title,agency,program_focus,topic_keys,posted_date,updated_date,due_date,effective_date,comment_required_flag,action_required_by,importance_score,summary,document_url,source_url,matched_keywords,rht_flag,raw_json,last_checked_at
stupd-278b4d7775a59c58,NJ,nj_dhs_public_notices,humanservices:notices:documents:public-notices:PUBLIC%20NOTICE%202020%20Keys%20Amendment.pdf,public_comment_notice,Keys Amendment Certification,New Jersey Department of Human Services,medicaid;rht,grant;mmis,2020-05-21,,,,true,,42,Division/office: Office of the Commissioner. Comments due: 30 days after posting date,https://nj.gov/humanservices/notices/documents/public-notices/PUBLIC%20NOTICE%202020%20Keys%20Amendment.pdf,https://nj.gov/humanservices/notices/grants/public-notices/,MMIS,false,"{""action"":""Comments due: 30 days after posting date"",""division"":""Office of the Commissioner"",""href"":""/humanservices/notices/documents/public-notices/PUBLIC%20NOTICE 2020 Keys Amendment.pdf"",""posted"":""May 21, 2020""}",2026-07-27T15:40:37Z
stupd-c332bc18175e65d8,NJ,nj_dhs_public_notices,humanservices:notices:documents:public-notices:Advanced%20Notice%20NJAC%2010%2046%20Eligibility%20Reg%20%282019%29.pdf,public_comment_notice,Notice of Advance Rulemaking:,New Jersey Department of Human Services,eligibility;rht,eligibility;grant,2019-08-22,,2019-09-21,,true,,42,Division/office: DDD. Comments due: 30 days after posted,https://nj.gov/humanservices/notices/documents/public-notices/Advanced%20Notice%20NJAC%2010%2046%20Eligibility%20Reg%20%282019%29.pdf,https://nj.gov/humanservices/notices/grants/public-notices/,eligibility,false,"{""action"":""Comments due: 30 days after posted"",""division"":""DDD"",""href"":""/humanservices/notices/documents/public-notices/Advanced%20Notice%20NJAC 10 46 Eligibility Reg (2019).pdf"",""posted"":""August 22, 2019""}",2026-07-27T15:40:37Z
stupd-d2379e0d22b3a08b,NJ,nj_dhs_public_notices,humanservices:notices:documents:public-notices:Notice%20DDD%20waiver%20rate%202019%20%282%29.pdf,public_comment_notice,Public Notice:,New Jersey Division of Medical Assistance and Health Services,medicaid;rht,grant;waiver,2019-06-28,,2019-07-28,,true,,42,Division/office: DMAHS/DDD. Comments due: 30 days after posted,https://nj.gov/humanservices/notices/documents/public-notices/Notice%20DDD%20waiver%20rate%202019%20%282%29.pdf,https://nj.gov/humanservices/notices/grants/public-notices/,,false,"{""action"":""Comments due: 30 days after posted"",""division"":""DMAHS/DDD"",""href"":""/humanservices/notices/documents/public-notices/Notice%20DDD waiver rate 2019 (2).pdf"",""posted"":""June 28, 2019""}",2026-07-27T15:40:37Z
stupd-7858c81ea875cf06,NJ,nj_dhs_public_notices,humanservices:notices:documents:public-notices:PRSS%20SPA%20notice.pdf,public_comment_notice,Public Notice:,New Jersey Division of Medical Assistance and Health Services,medicaid;rht,grant;waiver,2019-06-27,,,,true,,42,Division/office: DMAHS. Comments due: 30 days after posting,https://nj.gov/humanservices/notices/documents/public-notices/PRSS%20SPA%20notice.pdf,https://nj.gov/humanservices/notices/grants/public-notices/,,false,"{""action"":""Comments due: 30 days after posting"",""division"":""DMAHS"",""href"":""/humanservices/notices/documents/public-notices/PRSS%20SPA notice.pdf"",""posted"":""June 27, 2019""}",2026-07-27T15:40:37Z
stupd-30161ae257279612,NJ,nj_dhs_public_notices,humanservices:notices:documents:public-notices:OORP%20SPA%20notice.pdf,public_comment_notice,Public Notice:,New Jersey Division of Medical Assistance and Health Services,medicaid;rht,grant;waiver,2019-06-27,,,,true,,42,Division/office: DMAHS. Comments due: 30 days after posting,https://nj.gov/humanservices/notices/documents/public-notices/OORP%20SPA%20notice.pdf,https://nj.gov/humanservices/notices/grants/public-notices/,,false,"{""action"":""Comments due: 30 days after posting"",""division"":""DMAHS"",""href"":""/humanservices/notices/documents/public-notices/OORP%20SPA notice.pdf"",""posted"":""June 27, 2019""}",2026-07-27T15:40:37Z
stupd-b35fafb1f011877f,NJ,nj_dhs_public_notices,humanservices:notices:documents:public-notices:Eligibility%20for%20WFNJ-GA%20dependents12.13.18.docx,public_comment_notice,Notice of Advanced Rulemaking:,New Jersey Department of Human Services,eligibility;rht,eligibility;grant,2019-01-03,,,,true,,42,Division/office: DFD. Comments due: 30 days after posting,https://nj.gov/humanservices/notices/documents/public-notices/Eligibility%20for%20WFNJ-GA%20dependents12.13.18.docx,https://nj.gov/humanservices/notices/grants/public-notices/,eligibility,false,"{""action"":""Comments due: 30 days after posting"",""division"":""DFD"",""href"":""/humanservices/notices/documents/public-notices/Eligibility%20for WFNJ-GA dependents12.13.18.docx"",""posted"":""January 3, 2019""}",2026-07-27T15:40:37Z
stupd-c925a4ceffb8ad56,NJ,nj_dhs_public_notices,humanservices:notices:documents:public-notices:SPA%20Notice%20obot%20care%20coord%20svs%20%282%29%20%282%29.pdf,public_comment_notice,OBAT Care Coordination Services,New Jersey Division of Medical Assistance and Health Services,medicaid;rht,grant;waiver,2018-12-20,,,,true,,42,Division/office: DMAHS. Comments due: 30 days after posting,https://nj.gov/humanservices/notices/documents/public-notices/SPA%20Notice%20obot%20care%20coord%20svs%20%282%29%20%282%29.pdf,https://nj.gov/humanservices/notices/grants/public-notices/,,false,"{""action"":""Comments due: 30 days after posting"",""division"":""DMAHS"",""href"":""/humanservices/notices/documents/public-notices/SPA%20Notice obot care coord svs (2) (2).pdf"",""posted"":""12/20/2018""}",2026-07-27T15:40:37Z
stupd-d2c73f45f287cb57,NJ,nj_dhs_public_notices,humanservices:notices:documents:public-notices:LTR%20SPA%20notice.pdf,public_comment_notice,Public Notice:,New Jersey Division of Medical Assistance and Health Services,medicaid;rht,grant;waiver,2018-09-17,,,,true,,42,Division/office: DMAHS. Comments due: 30 days after posting,https://nj.gov/humanservices/notices/documents/public-notices/LTR%20SPA%20notice.pdf,https://nj.gov/humanservices/notices/grants/public-notices/,,false,"{""action"":""Comments due: 30 days after posting"",""division"":""DMAHS"",""href"":""/humanservices/notices/documents/public-notices/LTR%20SPA notice.pdf"",""posted"":""September 17, 2018""}",2026-07-27T15:40:37Z
stupd-c9beaf34d6fcfde7,NJ,nj_dhs_public_notices,humanservices:notices:documents:public-notices:SPA%20Notice%20PCA%20rate%20increase.pdf,public_comment_notice,Personal Care Assistant Services Rate,New Jersey Division of Medical Assistance and Health Services,medicaid;rht,grant;waiver,2017-08-04,,,,true,,42,Division/office: DMAHS. Comments due: 30 days after posting,https://nj.gov/humanservices/notices/documents/public-notices/SPA%20Notice%20PCA%20rate%20increase.pdf,https://nj.gov/humanservices/notices/grants/public-notices/,,false,"{""action"":""Comments due: 30 days after posting"",""division"":""DMAHS"",""href"":""/humanservices/notices/documents/public-notices/SPA Notice PCA rate increase.pdf"",""posted"":""August 4, 2017""}",2026-07-27T15:40:37Z
stupd-9a5885ab07f73091,PR,pr_ases_communications,Carta Circular 26-0311 Disponibilidad de Expediente Médico APR-DRG,spa_notice,Carta Circular 26-0311: Disponibilidad de Expediente Médico a las Organizaciones de Manejo de Cuidado (MCOs) para la realización de auditorías prospectivas pospago de acuerdo con el Modelo APR-DRG,Puerto Rico Administracion de Seguros de Salud (ASES),claims;interoperability;managed_care;medicaid,claims;interoperability;managed_care;medicaid;waiver,,2026-03-12,,,false,,41,Categoria: Cartas Normativas y Circulares; Ano: 2026,https://docs.pr.gov/files/ASES/Publicaciones/Cartas%20Normativas%20%26%20Circulares/Carta%20Circular%2026-0311%20Disponibilidad%20de%20Expediente%20M%C3%A9dico%20APR-DRG.pdf,https://www.ases.pr.gov/comunicaciones?categoria=Cartas%2BNormativas%2By%2BCirculares#Documentos,claims;interoperability;managed care;Medicaid,false,"{""category"":""Cartas Normativas y Circulares"",""source_page"":""https://www.ases.pr.gov/comunicaciones?categoria=Cartas%2BNormativas%2By%2BCirculares#Documentos"",""year"":""2026""}",2026-07-27T15:41:01Z
stupd-739897c567d4d7ed,PA,pa_dhs_rhtp,rhtp-fqhc-ehr-hio-2026,grant_notice,FQHC & FQHC Look-Alikes - Modernizing Healthcare Technology and Enabling Interoperability,Pennsylvania Department of Human Services,interoperability;rht;rural_health,interoperability;rht;rural_health,2026-07-10,,2026-08-07,2026-07-27,false,2026-08-07,40,"Pennsylvania Rural Health Transformation Plan (RHTP) funding update. Application Dates: July 27, 2026, at 8:00 AM to August 7, 2026, at 11:59 AM, or until or until the authorized funding cap has been met, whichever is sooner Total Available Funding: $1.8 million; $300,000 per program payment for a total of 6 awards Qualified Entities: FQHCs and FQHC Look-Alikes ""}}""> Application Dates: July 27, 2026, at 8:00 AM to August 7, 2026, at 11:59 AM, or until or until the authorized funding cap has been met, whichever is sooner Total Available Funding: $1.8 million; $300,000 per program payment for a total of 6 awards Qualified Entities: FQHCs and FQHC Look-Alikes",https://forms.cloud.microsoft/g/wC2Ds166DF,https://www.pa.gov/agencies/dhs/programs-services/healthcare/rural-health/rhtp-funding-opportunities,interoperability;rural health;rural health transformation,true,"{""application_dates"":""July 27, 2026, at 8:00 AM to August 7, 2026, at 11:59 AM, or until or until the authorized funding cap has been met, whichever is sooner"",""program_context"":""Pennsylvania Rural Health Transformation Plan (RHTP)"",""public_notice_url"":""https://www.pacodeandbulletin.gov/Display/pabull?file=/secure/pabulletin/data/vol56/56-27/949.html"",""qualified_entities"":""FQHCs and FQHC Look-Alikes \""}}\""> Application Dates: July 27, 2026, at 8:00 AM to August 7, 2026, at 11:59 AM, or until or until the authorized funding cap has been met, whichever is sooner Total Available Funding: $1.8 million; $300,000 per program payment for a total of 6 awards Qualified Entities: FQHCs and FQHC Look-Alikes"",""source_note"":""Official PA DHS RHTP page with dated funding windows; not PA eMarketplace bids."",""total_available_funding"":""$1.8 million; $300,000 per program payment for a total of 6 awards""}",2026-07-27T15:40:19Z
stupd-771db9f7fbc6dff2,PA,pa_dhs_rhtp,rhtp-rapid-response-stabilization-2026,grant_notice,Rapid Response Stabilization: RHTP Payments,Pennsylvania Department of Human Services,interoperability;rht;rural_health,interoperability;rht;rural_health,2026-07-10,,2026-06-01,2026-05-01,false,2026-06-01,40,"Pennsylvania Rural Health Transformation Plan (RHTP) funding update. Application Dates: May 1, 2026 to June 1, 2026, or until or until the authorized funding cap has been met, whichever is sooner Total Available Funding: $25 million Payment amount: $10,000-$1,000,000 Qualified Entities: Hospitals, health care providers, or rural health facilities within specific regions ""}}""> Application Dates: May 1, 2026 to June 1, 2026, or until or until the authorized funding cap has been met, whichever is sooner Total Available Funding: $25 million Payment amount: $10,000-$1,000,000 Qualified Entities: Hospitals, health care providers, or rural health facilities within specific regions",https://www.pa.gov/content/dam/copapwp-pagov/en/dhs/documents/rural-health/rhtp-funding/rapid-response-stabilization/rapid-response-stabilization-program-payment-certification.pdf,https://www.pa.gov/agencies/dhs/programs-services/healthcare/rural-health/rhtp-funding-opportunities,rural health;rural health transformation,true,"{""application_dates"":""May 1, 2026 to June 1, 2026, or until or until the authorized funding cap has been met, whichever is sooner"",""program_context"":""Pennsylvania Rural Health Transformation Plan (RHTP)"",""public_notice_url"":""https://www.pacodeandbulletin.gov/Display/pabull?file=/secure/pabulletin/data/vol56/56-17/595.html"",""qualified_entities"":""Hospitals, health care providers, or rural health facilities within specific regions \""}}\""> Application Dates: May 1, 2026 to June 1, 2026, or until or until the authorized funding cap has been met, whichever is sooner Total Available Funding: $25 million Payment amount: $10,000-$1,000,000 Qualified Entities: Hospitals, health care providers, or rural health facilities within specific regions"",""source_note"":""Official PA DHS RHTP page with dated funding windows; not PA eMarketplace bids."",""total_available_funding"":""$25 million Payment amount: $10,000-$1,000,000""}",2026-07-27T15:40:19Z
stupd-20589939b54a6b33,VA,va_dmas_1115_waiver,1115:2024-11-18:Public Hearing #1: 1115 Serious Mental Illness Waiver Amendment- Public Meeting,waiver_notice,Public Hearing #1: 1115 Serious Mental Illness Waiver Amendment- Public Meeting,Virginia Department of Medical Assistance Services,eligibility;medicaid,eligibility;medicaid;waiver,2024-11-18,,,,true,,40,"Public Hearing #1: 1115 Serious Mental Illness Waiver Amendment- Public Meeting o Monday, November 18, 2024 o 12:00 pm – 1:00 pm o Fairfield Area Library o 1401 N Laburnum Ave, Henrico, VA 23223 o FA Meeting Room Virtual Attendance: § Link: Click Here § Meeting ID: 219 946 597 390 § Passcode: 7BGtSB § Join by phone: · +1 434-230-0065, 577708503# · Phone conference ID: 577 708 503# The full text of the public notice (PDF) can be viewed here Click here for the full text of the draft renewal application (PDF)",https://www.dmas.virginia.gov/media/jjbpbmyw/smi-1115-long-notice_v3.pdf,https://www.dmas.virginia.gov/about-us/1115-demonstration-waiver/,,false,"{""source_page"":""https://www.dmas.virginia.gov/about-us/1115-demonstration-waiver/""}",2026-07-27T15:40:59Z
stupd-7292244103f4546e,VA,va_dmas_1115_waiver,1115:2024-06-26:Public Hearing #2: ARTS and Former Foster Care 1115 Demonstration Renewal Meetin,waiver_notice,Public Hearing #2: ARTS and Former Foster Care 1115 Demonstration Renewal Meeting,Virginia Department of Medical Assistance Services,eligibility;medicaid,eligibility;medicaid;waiver,2024-06-26,,,,true,,40,"Public Hearing #2: ARTS and Former Foster Care 1115 Demonstration Renewal Meeting June 26, 2024 10:00-11:00 am In person attendance: Libbie Mill Library, LM Meeting Room, 2100 Libbie Lake East Street, Henrico, Virginia 23230 Virtual attendance: Click Here The full text of the public notice can be viewed here Click here for the full text of the draft renewal application (PDF)",https://www.dmas.virginia.gov/media/1bgg5p0z/1115-demo-renewal-public-notice-final-for-website.pdf,https://www.dmas.virginia.gov/about-us/1115-demonstration-waiver/,,false,"{""source_page"":""https://www.dmas.virginia.gov/about-us/1115-demonstration-waiver/""}",2026-07-27T15:40:59Z
stupd-f99126dc3396d813,NJ,nj_dhs_public_notices,humanservices:notices:documents:public-notices:Comprehensive%20Waiver%20Renewal-Public%20Notice%20January%202017.pdf,waiver_notice,New Jersey’s 1115 Comprehensive Waiver Renewal Application,New Jersey Division of Medical Assistance and Health Services,eligibility;medicaid;rht,eligibility;grant;medicaid;waiver,2017-01-09,,2017-02-08,,false,,40,Division/office: DMAHS. 30 days after posted,https://nj.gov/humanservices/notices/documents/public-notices/Comprehensive%20Waiver%20Renewal-Public%20Notice%20January%202017.pdf,https://nj.gov/humanservices/notices/grants/public-notices/,,false,"{""action"":""30 days after posted"",""division"":""DMAHS"",""href"":""/humanservices/notices/documents/public-notices/Comprehensive%20Waiver Renewal-Public Notice January 2017.pdf"",""posted"":""January 9, 2017""}",2026-07-27T15:40:37Z
stupd-acd279eb72c1b1be,TX,tx_tmhp_news,2026-07-23-diagnosis-codes-added-procedure-codes-j3357-and-j3358-effective-august-1-2026,provider_bulletin,"Diagnosis Codes Added for Procedure Codes J3357 and J3358 Effective August 1, 2026",Texas Medicaid & Healthcare Partnership / Texas HHSC,claims;medicaid,claims;medicaid;waiver,2026-07-23,2026-07-23,,2026-08-01,false,,38,"Effective August 1, 2026, claims for Stelara (procedure codes J3357 and J3358) may be reimbursed when they are submitted with the following added diagnosis codes:",https://www.tmhp.com/news/2026-07-23-diagnosis-codes-added-procedure-codes-j3357-and-j3358-effective-august-1-2026,https://www.tmhp.com/news,claims;Medicaid,false,"{""detail_status"":""ok"",""list_datetime"":""2026-07-23T08:17:21-05:00"",""program_context"":""Texas Medicaid provider news from TMHP, the official Texas Medicaid & Healthcare Partnership site."",""rejected_hhs_urls"":[{""reason"":""HTTP 403 Access Denied from CLI with standard and browser User-Agent probes."",""url"":""https://www.hhs.texas.gov/providers/communications/provider-alerts""},{""reason"":""HTTP 403 Access Denied from CLI with standard and browser User-Agent probes."",""url"":""https://www.hhs.texas.gov/laws-regulations/policies-rules/waivers""},{""reason"":""HTTP 403 Access Denied from CLI with standard and browser User-Agent probes."",""url"":""https://www.hhs.texas.gov/laws-regulations/policies-rules/medicaid-chip-state-plan""}],""source_note"":""Official TMHP dated news listing; TXSmartBuy/ESBD solicitations are intentionally excluded.""}",2026-07-27T15:40:23Z
stupd-90a725267fe8952e,TX,tx_tmhp_news,2026-07-21-evv-impacts-baylor-scott-white-and-firstcare-mcos-end-participation-texas-medicaid,provider_bulletin,EVV Impacts: Baylor Scott & White and FirstCare MCOs End Participation in Texas Medicaid Managed Care Effective Aug. 31,Texas Medicaid & Healthcare Partnership / Texas HHSC,managed_care;medicaid,managed_care;medicaid;waiver,2026-07-21,2026-07-21,,2026-08-31,false,,38,"Beginning Sept. 1, Baylor Scott & White and FirstCare will not participate in the STAR program and will no longer be available as managed care organizations (MCOs). Due to the termination of these health plans, the plan codes in the table below will be end-dated on Aug. 31, 2026.",https://www.tmhp.com/news/2026-07-21-evv-impacts-baylor-scott-white-and-firstcare-mcos-end-participation-texas-medicaid,https://www.tmhp.com/news,managed care;Medicaid,false,"{""detail_status"":""ok"",""list_datetime"":""2026-07-21T12:22:09-05:00"",""program_context"":""Texas Medicaid provider news from TMHP, the official Texas Medicaid & Healthcare Partnership site."",""rejected_hhs_urls"":[{""reason"":""HTTP 403 Access Denied from CLI with standard and browser User-Agent probes."",""url"":""https://www.hhs.texas.gov/providers/communications/provider-alerts""},{""reason"":""HTTP 403 Access Denied from CLI with standard and browser User-Agent probes."",""url"":""https://www.hhs.texas.gov/laws-regulations/policies-rules/waivers""},{""reason"":""HTTP 403 Access Denied from CLI with standard and browser User-Agent probes."",""url"":""https://www.hhs.texas.gov/laws-regulations/policies-rules/medicaid-chip-state-plan""}],""source_note"":""Official TMHP dated news listing; TXSmartBuy/ESBD solicitations are intentionally excluded.""}",2026-07-27T15:40:24Z
stupd-b13155d5967bede4,CA,ca_medi_cal_provider_news,mcweb-news:34112,provider_bulletin,Guidance for Medicare/Medi-Cal Crossover Claim Submission on the Paper CMS-1500,California Department of Health Care Services / Medi-Cal,claims;cms;interoperability;medicaid;medicare,claims;cms;interoperability;medicare;mmis,2026-07-21,,,,false,,38,Providers are reminded of select billing requirements for crossover claims.,https://mcweb.apps.prd.cammis.medi-cal.ca.gov/file/manual?fn=medicare.pdf,https://mcweb.apps.prd.cammis.medi-cal.ca.gov/news/34112,claims;CMS;Medicare;MMIS,false,"{""article_id"":""34112"",""categories"":[""Billing""],""communities"":[""Acupuncture"",""Audiology and Hearing Aids"",""Chiropractic"",""Durable Medical Equipment and Medical Supplies"",""Medical Transportation"",""Orthotics and Prosthetics"",""Psychological Services"",""Therapies"",""General Medicine"",""Obstetrics""],""id"":""1668""}",2026-07-27T15:40:54Z
stupd-baf7fa7f11a13d28,TX,tx_tmhp_news,2026-07-17-update-acceptable-signatures-cms-1500-paper-claim-form-instructions,provider_bulletin,Update to Acceptable Signatures in the CMS-1500 Paper Claim Form Instructions,Texas Medicaid & Healthcare Partnership / Texas HHSC,cms;medicaid,cms;medicaid;waiver,2026-07-17,2026-07-17,,,false,,38,"On August 1, 2026, the Texas Medicaid & Healthcare Partnership (TMHP) will update the following provider manuals to remove “SOF” from block 12 in the CMS-1500 Paper Claim Form:",https://www.tmhp.com/news/2026-07-17-update-acceptable-signatures-cms-1500-paper-claim-form-instructions,https://www.tmhp.com/news,CMS;Medicaid,false,"{""detail_status"":""ok"",""list_datetime"":""2026-07-17T09:16:27-05:00"",""program_context"":""Texas Medicaid provider news from TMHP, the official Texas Medicaid & Healthcare Partnership site."",""rejected_hhs_urls"":[{""reason"":""HTTP 403 Access Denied from CLI with standard and browser User-Agent probes."",""url"":""https://www.hhs.texas.gov/providers/communications/provider-alerts""},{""reason"":""HTTP 403 Access Denied from CLI with standard and browser User-Agent probes."",""url"":""https://www.hhs.texas.gov/laws-regulations/policies-rules/waivers""},{""reason"":""HTTP 403 Access Denied from CLI with standard and browser User-Agent probes."",""url"":""https://www.hhs.texas.gov/laws-regulations/policies-rules/medicaid-chip-state-plan""}],""source_note"":""Official TMHP dated news listing; TXSmartBuy/ESBD solicitations are intentionally excluded.""}",2026-07-27T15:40:26Z
stupd-79863a5010868be0,TX,tx_tmhp_news,2026-07-17-reimbursement-rate-updates-ambulance-procedure-codes-effective-september-1-2026,provider_bulletin,"Reimbursement Rate Updates for Ambulance Procedure Codes Effective September 1, 2026",Texas Medicaid & Healthcare Partnership / Texas HHSC,eligibility;medicaid,contact_center;medicaid;waiver,2026-07-17,2026-07-17,,2026-09-01,false,,38,"Effective for dates of service on or after September 1, 2026, the Texas Medicaid & Healthcare Partnership (TMHP) will implement the reimbursement rate changes and updates for ambulance procedure codes that were presented at the public rate hearing on February 10, 2026.To view the updates, click the linked Ambulance spreadsheet.For more information, call the TMHP Contact Center at 800-925-9126.",https://www.tmhp.com/news/2026-07-17-reimbursement-rate-updates-ambulance-procedure-codes-effective-september-1-2026,https://www.tmhp.com/news,contact center;Medicaid,false,"{""detail_status"":""ok"",""list_datetime"":""2026-07-17T09:14:24-05:00"",""program_context"":""Texas Medicaid provider news from TMHP, the official Texas Medicaid & Healthcare Partnership site."",""rejected_hhs_urls"":[{""reason"":""HTTP 403 Access Denied from CLI with standard and browser User-Agent probes."",""url"":""https://www.hhs.texas.gov/providers/communications/provider-alerts""},{""reason"":""HTTP 403 Access Denied from CLI with standard and browser User-Agent probes."",""url"":""https://www.hhs.texas.gov/laws-regulations/policies-rules/waivers""},{""reason"":""HTTP 403 Access Denied from CLI with standard and browser User-Agent probes."",""url"":""https://www.hhs.texas.gov/laws-regulations/policies-rules/medicaid-chip-state-plan""}],""source_note"":""Official TMHP dated news listing; TXSmartBuy/ESBD solicitations are intentionally excluded.""}",2026-07-27T15:40:27Z
stupd-7d6bac47d2838b10,TX,tx_tmhp_news,2026-07-17-attention-fmsas-and-cds-employers-services-added-requiring-evv-visit,provider_bulletin,Attention FMSAs and CDS Employers: Services Added Requiring an EVV Visit,Texas Medicaid & Healthcare Partnership / Texas HHSC,claims;medicaid,claims;medicaid;waiver,2026-07-17,2026-07-17,,,false,,38,"For financial management services agencies (FMSAs) and Consumer Directed Services (CDS) employers, Electronic Visit Verification (EVV) claims matching for the CDS services added below will be required to use EVV beginning Aug. 1, 2026.EVV claims with dates of service of Aug. 1 and after that do not have an EVV visit match for the added services below, will be denied payment.",https://www.tmhp.com/news/2026-07-17-attention-fmsas-and-cds-employers-services-added-requiring-evv-visit,https://www.tmhp.com/news,claims;Medicaid,false,"{""detail_status"":""ok"",""list_datetime"":""2026-07-17T12:18:27-05:00"",""program_context"":""Texas Medicaid provider news from TMHP, the official Texas Medicaid & Healthcare Partnership site."",""rejected_hhs_urls"":[{""reason"":""HTTP 403 Access Denied from CLI with standard and browser User-Agent probes."",""url"":""https://www.hhs.texas.gov/providers/communications/provider-alerts""},{""reason"":""HTTP 403 Access Denied from CLI with standard and browser User-Agent probes."",""url"":""https://www.hhs.texas.gov/laws-regulations/policies-rules/waivers""},{""reason"":""HTTP 403 Access Denied from CLI with standard and browser User-Agent probes."",""url"":""https://www.hhs.texas.gov/laws-regulations/policies-rules/medicaid-chip-state-plan""}],""source_note"":""Official TMHP dated news listing; TXSmartBuy/ESBD solicitations are intentionally excluded.""}",2026-07-27T15:40:26Z
stupd-38bef4379e477762,TX,tx_tmhp_news,2026-07-16-texas-health-and-human-services-commission-published-updated-financial-compliance,guidance,Texas Health and Human Services Commission Published an Updated Financial Compliance Report Frequently Asked Questions,Texas Medicaid & Healthcare Partnership / Texas HHSC,medicaid,medicaid;mmis;waiver,2026-07-16,2026-07-16,,,false,,38,The Texas Health and Human Services Commission (HHSC) Provider Finance Department (PFD) has published an updated Financial Compliance Report Frequently Asked Questions (FAQ) document on the PFD Financial Compliance Report Information webpage. This resource provides information on the Financial Compliance Reporting requirements for Long-term Services and Supports (LTSS) Medicaid and non-Medicaid programs.,https://www.tmhp.com/news/2026-07-16-texas-health-and-human-services-commission-published-updated-financial-compliance,https://www.tmhp.com/news,Medicaid;MMIS,false,"{""detail_status"":""ok"",""list_datetime"":""2026-07-16T15:56:08-05:00"",""program_context"":""Texas Medicaid provider news from TMHP, the official Texas Medicaid & Healthcare Partnership site."",""rejected_hhs_urls"":[{""reason"":""HTTP 403 Access Denied from CLI with standard and browser User-Agent probes."",""url"":""https://www.hhs.texas.gov/providers/communications/provider-alerts""},{""reason"":""HTTP 403 Access Denied from CLI with standard and browser User-Agent probes."",""url"":""https://www.hhs.texas.gov/laws-regulations/policies-rules/waivers""},{""reason"":""HTTP 403 Access Denied from CLI with standard and browser User-Agent probes."",""url"":""https://www.hhs.texas.gov/laws-regulations/policies-rules/medicaid-chip-state-plan""}],""source_note"":""Official TMHP dated news listing; TXSmartBuy/ESBD solicitations are intentionally excluded.""}",2026-07-27T15:40:28Z
stupd-f34c2853ec2ca321,CA,ca_medi_cal_provider_news,mcweb-news:33813.23,provider_bulletin,"Justice-Involved (JI) Reentry Initiative: Billing Requirements for Care Management Bundle 4, Procedure Code T2024",California Department of Health Care Services / Medi-Cal,interoperability;medicaid,interoperability;mmis;waiver,2026-07-16,,,,false,,38,JI providers billing for Care Management Bundle 4: Reentry Care Plan must adhere to billing instructions.,https://mcweb.apps.prd.cammis.medi-cal.ca.gov/file/manual?fn=ubspecop.pdf,https://mcweb.apps.prd.cammis.medi-cal.ca.gov/news/33813.23,MMIS,false,"{""article_id"":""33813.23"",""categories"":[""Billing""],""communities"":[""Audiology and Hearing Aids"",""Chiropractic"",""Durable Medical Equipment and Medical Supplies"",""Medical Transportation"",""Psychological Services"",""Therapies"",""Inpatient Services"",""Medi-Cal Waiver Program"",""Clinics and Hospitals"",""Chronic Dialysis Clinics"",""Community-Based Adult Services"",""Heroin Detoxification"",""Home Health Agencies/Home and Community-Based Services"",""Hospice Care Program"",""Rehabilitation Clinics"",""General Medicine"",""Obstetrics"",""Pharmacy"",""Vision Care""],""id"":""1666""}",2026-07-27T15:40:54Z
stupd-4a1ce10acb5eef02,CA,ca_medi_cal_provider_news,mcweb-news:34102,provider_bulletin,Reminder: August 2026 Medi-Cal In-Person Training Event,California Department of Health Care Services / Medi-Cal,interoperability;medicaid,interoperability;mmis;waiver,2026-07-14,,,,false,,38,Providers are reminded of August training event.,https://learn.medi-cal.ca.gov/,https://mcweb.apps.prd.cammis.medi-cal.ca.gov/news/34102,MMIS,false,"{""article_id"":""34102"",""categories"":[""Outreach and Education""],""communities"":[""Acupuncture"",""Audiology and Hearing Aids"",""Chiropractic"",""Durable Medical Equipment and Medical Supplies"",""Medical Transportation"",""Orthotics and Prosthetics"",""Psychological Services"",""Therapies"",""Inpatient Services"",""Medi-Cal Waiver Program"",""Clinics and Hospitals"",""Chronic Dialysis Clinics"",""Community-Based Adult Services"",""Heroin Detoxification"",""Home Health Agencies/Home and Community-Based Services"",""Hospice Care Program"",""Local Educational Agency"",""Multipurpose Senior Services Program"",""Rehabilitation Clinics"",""Long Term Care"",""General Medicine"",""Obstetrics"",""Pharmacy"",""Vision Care""],""id"":""1663""}",2026-07-27T15:40:54Z
stupd-dc45dc65b3d4273e,CA,ca_medi_cal_provider_news,mcweb-news:33813.20,policy_update,Justice-Involved (JI) Reentry Initiative: Updates to JI Microlearning Titles,California Department of Health Care Services / Medi-Cal,interoperability;medicaid,interoperability;mmis;waiver,2026-07-13,,,,false,,38,Some JI Microlearning titles have updated.,https://learn.medi-cal.ca.gov/catalog/course.asp?id=3708,https://mcweb.apps.prd.cammis.medi-cal.ca.gov/news/33813.20,MMIS,false,"{""article_id"":""33813.20"",""categories"":[""Outreach and Education""],""communities"":[""Audiology and Hearing Aids"",""Chiropractic"",""Medical Transportation"",""Psychological Services"",""Therapies"",""Inpatient Services"",""Medi-Cal Waiver Program"",""Clinics and Hospitals"",""Chronic Dialysis Clinics"",""Community-Based Adult Services"",""Heroin Detoxification"",""Home Health Agencies/Home and Community-Based Services"",""Hospice Care Program"",""Rehabilitation Clinics"",""General Medicine"",""Obstetrics"",""Pharmacy"",""Vision Care""],""id"":""1662""}",2026-07-27T15:40:54Z
