id,state,source,source_record_id,title,agency,document_type,posted_date,due_date,status,amount,document_url,source_url,matched_keywords,relevance_score,raw_json,last_checked_at
sc-scbo-ad-sc-64432-50531fecd753,SC,South Carolina Business Opportunities,64432,To selected through emergency competitive process,,SCBO Sole Source/Emergency Notice,2026-03-18,,Notice,,https://scbo.sc.gov/printad?a=64432,https://scbo.sc.gov/online-edition?s=64432,CMS;eligibility;enrollment;Medicaid,100,"{""all_hrefs"":[""mailto:Jason.Coleman@scdhhs.gov"",""mailto:protest-itmo@itmo.sc.gov"",""https://scbo.sc.gov/printad?a=64432""],""detail_url"":""https://scbo.sc.gov/online-edition?s=64432"",""field_hrefs"":{""a_by_email_to"":[""mailto:protest-itmo@itmo.sc.gov""],""agency_s_justification_for_this_emergency_procurement_may_be_viewed_or_obtained_at"":[""mailto:Jason.Coleman@scdhhs.gov""],""email"":[""mailto:Jason.Coleman@scdhhs.gov""]},""fields"":{""a_by_email_to"":""protest-itmo@itmo.sc.gov"",""agency_procurement_manager"":""Jason Coleman"",""agency_s_justification_for_this_emergency_procurement_may_be_viewed_or_obtained_at"":""Jason Coleman - Jason.Coleman@scdhhs.gov"",""any_notice_of_intent_to_protest_and_protest_must_be_addressed_to_the_chief_procurement_officer"":""Information Technology Management Officer"",""b_by_post_or_hand_delivery_to"":""1333 Main Street, Suite 700, Columbia, SC 29201"",""contract_amount"":""unknown"",""email"":""Jason.Coleman@scdhhs.gov"",""notice_of_emergency_procurement_by"":""Department of Health and Human Services"",""notice_publish_date"":""March 18, 2026"",""telephone"":""803-8982079"",""the_agency_hereby_provides_notice_that_it_entered_into_an_emergency_contract_per_s_c_code_ann_11_35_1570_with_vendor_for_the_following_supplies_services_information_technology_or_construction"":""SCDHHS seeks to enter into an emergency contract for the Eligibility and Enrollment System Compliance and Integration Enhancement (E&E SCIE) project. Significant delays in ongoing E&E vendor work, combined with increasing federal compliance requirements, have created urgent risks to accurate and timely Medicaid eligibility determinations. SCDHHS is preparing a competitive procurement for long\u2011term modernization and integration solutions; however, the full procurement, approval, award, and implementation timeline is expected to exceed a year. Continuity of these services is essential to maintain CMS compliance, ensure data accuracy, support federal reporting, and safeguard program integrity. Without immediate intervention, critical E&E functions\u2014including eligibility workflows, federal data exchanges, system integrations, and member notices\u2014would be disrupted, directly impacting applicants\u2019 and beneficiaries\u2019 ability to obtain and retain Medicaid coverage. To prevent service interruption and protect the health, safety, and welfare of vulnerable citizens, SCDHHS must take emergency action. https://gcc02.safelinks.protection.outlook.com/?url=https%3A%2F%2Fimg1.scdhhs.gov%2FdEpnO5NCdDzlkX3n%2FEmergency%2520Written%2520Determination.pdf&data=05%7C02%7CJason.Coleman%40scdhhs.gov%7Cea4dcff34975474b284508de84527ecb%7C4584344887c24911a7e21079f0f4aac3%7C0%7C0%7C639093687018902515%7CUnknown%7CTWFpbGZsb3d8eyJFbXB0eU1hcGkiOnRydWUsIlYiOiIwLjAuMDAwMCIsIlAiOiJXaW4zMiIsIkFOIjoiTWFpbCIsIldUIjoyfQ%3D%3D%7C0%7C%7C%7C&sdata=%2B6jyRaoA2yqbccNE6ZVCCP7cc%2FnLmyp0Od5pmZoJn6o%3D&reserved=0"",""vendor_name"":""To selected through emergency competitive process""},""print_url"":""https://scbo.sc.gov/printad?a=64432"",""search_result_title"":""To selected through emergency competitive process"",""search_result_type"":""Sole Source/Emergency Notice"",""search_terms"":[""Medicaid""],""source_key"":""sc_scbo"",""source_note"":""Official SCBO /adsearch keyword results with public /online-edition?s= detail pages and printable /printad?a= record.""}",2026-07-27T19:54:55Z
sc-scbo-ad-sc-59674-8f3c41cb1717,SC,South Carolina Business Opportunities,59674,"Maximus US Services, Inc",Department of Health and Human Services,SCBO Sole Source/Emergency Notice,2025-08-11,,Notice,5741538,https://gcc02.safelinks.protection.outlook.com/?url=https%3A%2F%2Fimg1.scdhhs.gov%2FdEpnO5NCdDzlkX3n%2FJustification-FY-26-Executed.pdf&data=05%7C02%7CKristen.Roche%40scdhhs.gov%7C087b05e4539b4fbc59be08ddd8d6f1df%7C4584344887c24911a7e21079f0f4aac3%7C0%7C0%7C638905139874548689%7CUnknown%7CTWFpbGZsb3d8eyJFbXB0eU1hcGkiOnRydWUsIlYiOiIwLjAuMDAwMCIsIlAiOiJXaW4zMiIsIkFOIjoiTWFpbCIsIldUIjoyfQ%3D%3D%7C0%7C%7C%7C&sdata=g1vGJK5zDPWd0r4wtbSjdAFzf%2F1Wr%2B9wDJ01c1I32RE%3D&reserved=0,https://scbo.sc.gov/online-edition?s=59674,eligibility;enrollment;managed care;Medicaid,100,"{""all_hrefs"":[""mailto:kristen.roche@scdhhs.gov"",""https://gcc02.safelinks.protection.outlook.com/?url=https%3A%2F%2Fimg1.scdhhs.gov%2FdEpnO5NCdDzlkX3n%2FJustification-FY-26-Executed.pdf&data=05%7C02%7CKristen.Roche%40scdhhs.gov%7C087b05e4539b4fbc59be08ddd8d6f1df%7C4584344887c24911a7e21079f0f4aac3%7C0%7C0%7C638905139874548689%7CUnknown%7CTWFpbGZsb3d8eyJFbXB0eU1hcGkiOnRydWUsIlYiOiIwLjAuMDAwMCIsIlAiOiJXaW4zMiIsIkFOIjoiTWFpbCIsIldUIjoyfQ%3D%3D%7C0%7C%7C%7C&sdata=g1vGJK5zDPWd0r4wtbSjdAFzf%2F1Wr%2B9wDJ01c1I32RE%3D&reserved=0"",""mailto:protest-itmo@itmo.sc.gov"",""https://scbo.sc.gov/printad?a=59674""],""detail_url"":""https://scbo.sc.gov/online-edition?s=59674"",""field_hrefs"":{""a_by_email_to"":[""mailto:protest-itmo@itmo.sc.gov""],""email"":[""mailto:kristen.roche@scdhhs.gov""],""sole_source_justification_url"":[""mailto:kristen.roche@scdhhs.gov""],""the_agency_hereby_provides_notice_that_it_intends_to_enter_into_a_sole_source_contract_per_s_c_code_ann_11_35_1560_with_vendor_for_the_following_supplies_services_information_technology_or_construction"":[""https://gcc02.safelinks.protection.outlook.com/?url=https%3A%2F%2Fimg1.scdhhs.gov%2FdEpnO5NCdDzlkX3n%2FJustification-FY-26-Executed.pdf&data=05%7C02%7CKristen.Roche%40scdhhs.gov%7C087b05e4539b4fbc59be08ddd8d6f1df%7C4584344887c24911a7e21079f0f4aac3%7C0%7C0%7C638905139874548689%7CUnknown%7CTWFpbGZsb3d8eyJFbXB0eU1hcGkiOnRydWUsIlYiOiIwLjAuMDAwMCIsIlAiOiJXaW4zMiIsIkFOIjoiTWFpbCIsIldUIjoyfQ%3D%3D%7C0%7C%7C%7C&sdata=g1vGJK5zDPWd0r4wtbSjdAFzf%2F1Wr%2B9wDJ01c1I32RE%3D&reserved=0""]},""fields"":{""a_by_email_to"":""protest-itmo@itmo.sc.gov"",""agency_procurement_manager"":""Kristen Roche"",""any_notice_of_intent_to_protest_and_protest_must_be_addressed_to_the_chief_procurement_officer"":""Information Technology Management Officer"",""b_by_post_or_hand_delivery_to"":""1333 Main Street, Suite 700, Columbia, SC 29201"",""contract_amount"":""$5,741,537.86"",""email"":""kristen.roche@scdhhs.gov"",""notice_of_intent_to_sole_source_by"":""Department of Health and Human Services"",""notice_publish_date"":""August 11, 2025"",""sole_source_justification_url"":""Kristen Roche - kristen.roche@scdhhs.gov"",""telephone"":""8038983296"",""the_agency_hereby_provides_notice_that_it_intends_to_enter_into_a_sole_source_contract_per_s_c_code_ann_11_35_1560_with_vendor_for_the_following_supplies_services_information_technology_or_construction"":""The Enrollment Broker provides services for SCDHHS in accordance with the provisions and requirements set forth in Title XIX of the Social Security Act and 42 CFR 438.810, and their attendant guidance and policies. The South Carolina Healthy Connections Medicaid program requires most Beneficiaries to enroll in a Managed Care Organization for the purposes of managing their medical care. The Enrollment Broker receives files containing Medicaid eligibility records and completes the services required to enroll Beneficiaries into a Managed Care Organization, including distributing, collecting, and processing enrollment materials and taking enrollments, as well as performing choice counseling for Beneficiaries. To ensure compliance with federal law and continuity of service for Beneficiaries, the uninterrupted continuation of these services is critical and of paramount importance until a new solicitation is issued, a contract is awarded, and the contractor operational. Please see this link for the Written Determination/Justification: https://img1.scdhhs.gov/dEpnO5NCdDzlkX3n/Justification-FY-26-Executed.pdf"",""vendor_name"":""Maximus US Services, Inc""},""print_url"":""https://scbo.sc.gov/printad?a=59674"",""search_result_title"":""Maximus US Services, Inc"",""search_result_type"":""Sole Source/Emergency Notice"",""search_terms"":[""Medicaid""],""source_key"":""sc_scbo"",""source_note"":""Official SCBO /adsearch keyword results with public /online-edition?s= detail pages and printable /printad?a= record.""}",2026-07-27T19:55:07Z
ne-das-bid-ne-109205-o3-e1d6515fc34f,NE,Nebraska DAS Materiel Bid Opportunities,109205 O3,Trauma or General Surgeons and Trauma Coordinator or Manager Registered Nurses,Nebraska Department of Health and Human Services,Nebraska DAS Request for Qualifications,2021-09-30,,Continuous,,https://das.nebraska.gov/materiel/purchasing/109205/109205.html,https://das.nebraska.gov/materiel/bid-opportunities.html,claims;eligibility;managed care;Medicaid;MMIS,100,"{""page_url"":""https://das.nebraska.gov/materiel/bid-opportunities.html"",""row"":{""agency"":""Nebraska Department of Health and Human Services"",""buyer"":""Rene Botts"",""category"":""Health Related Services - 94800"",""description"":""Trauma or General Surgeons and Trauma Coordinator or Manager Registered Nurses"",""links"":{""agency"":[],""buyer"":[],""category"":[],""description"":[""https://das.nebraska.gov/materiel/purchasing/109205/109205.html""],""opening"":[],""posted"":[],""solicitation"":[],""type"":[],""updated"":[]},""opening"":""Continuous"",""posted"":""09/30/21"",""solicitation"":""109205 O3"",""type"":""Request for Qualifications"",""updated"":""08/09/22""},""source_key"":""ne_materiel_purchasing"",""source_note"":""Official Nebraska DAS Materiel Bid Opportunities static HTML table. The prior BuySpeed/BSO host candidate nebraska.buyspeed.com failed DNS from CLI, and the official DAS page links this public table instead."",""updated_date"":""2022-08-09""}",2026-07-27T19:53:32Z
al-rfp-opportunity-al-staars-rfp-rfp-062-2026-cpms-01-9af2157ab003,AL,Alabama RFP Public View,RFP-062 -2026-CPMS-01,AMMP - Claims Processing Management Services RFP,Medicaid,Alabama Request for Proposal,,,Open,,https://procurement.staars.alabama.gov/webapp/PRDVSS1X1/AltSelfService,https://rfp.alabama.gov/PublicView.aspx,claims;eligibility;enrollment;managed care;Medicaid,100,"{""agency"":""Medicaid"",""commodity"":""System Implementation and Engineering Services"",""discovery_page"":""https://comptroller.alabama.gov/rfp-database/"",""document_url"":""https://procurement.staars.alabama.gov/webapp/PRDVSS1X1/AltSelfService"",""source_key"":""al_alabama_buys"",""source_note"":""Official Alabama Department of Finance Comptroller RFP database PublicView.aspx; open rows are selected by the ASP.NET Status=Open form filter."",""source_page"":""https://rfp.alabama.gov/PublicView.aspx"",""source_record_id"":""RFP-062 -2026-CPMS-01"",""source_table"":""staars_rfp"",""status"":""Open"",""title"":""AMMP - Claims Processing Management Services RFP""}",2026-07-27T19:53:38Z
tn-cpo-opportunity-tn-33901-21200-federal-poverty-level-paro-score-solution-24df7a532557,TN,Tennessee CPO RFP/RFI/RFQ Opportunities,33901-21200,Federal Poverty Level % (Paro Score) Solution,Tennessee Central Procurement Office,Tennessee Request for Information,2026-07-20,2026-08-20,Open,,https://www.tn.gov/content/dam/tn/generalservices/documents/cpo/rfi-updates/33901-21200/RFI_Federal_Poverty_Level_PARO%20Score_Solution.pdf,https://www.tn.gov/generalservices/procurement/central-procurement-office--cpo-/supplier-information/request-for-proposals--rfp--opportunities1.html,eligibility;enrollment;Medicaid,95,"{""date_text"":""07/20/2026 08/20/2026"",""document_label"":""RFI 33901-21200"",""document_urls"":[""https://www.tn.gov/content/dam/tn/generalservices/documents/cpo/rfi-updates/33901-21200/RFI_Federal_Poverty_Level_PARO%20Score_Solution.pdf""],""due_date"":""2026-08-20"",""posted_date"":""2026-07-20"",""row_links"":[""https://www.tn.gov/content/dam/tn/generalservices/documents/cpo/rfi-updates/33901-21200/RFI_Federal_Poverty_Level_PARO%20Score_Solution.pdf""],""source_key"":""tn_edison_supplier"",""source_note"":""Official Tennessee Central Procurement Office public RFP opportunities HTML table. Edison supplier portal redirects to Oracle IDCS login from CLI; this tn.gov page exposes current rows and document links without login."",""source_url"":""https://www.tn.gov/generalservices/procurement/central-procurement-office--cpo-/supplier-information/request-for-proposals--rfp--opportunities1.html"",""title"":""Federal Poverty Level % (Paro Score) Solution""}",2026-07-27T19:59:46Z
ny-nyscr-ad-ny-2135919-fd32d68544f4,NY,New York State Contract Reporter Open Opportunities,2135919,Collaborative Care For Perinatal Mental Health In Obstetrics and Gynecology and Family Medicine Practices,"Mental Health, NYS Office of",NYSCR Grant or notice of funds availability Opportunity,2026-06-11,2026-08-20,Open,,https://www.nyscr.ny.gov/Ads/GenerateSearchPdf?Status=Open&DateFilter=All&Keyword=Medicaid,https://www.nyscr.ny.gov/Ads/Search?Status=Open&DateFilter=All&Keyword=Medicaid,behavioral health;claims;CMS;Medicaid;MMIS,93,"{""ad_id"":""2135919"",""detail_access"":""login_required"",""document_url"":""https://www.nyscr.ny.gov/Ads/GenerateSearchPdf?Status=Open&DateFilter=All&Keyword=Medicaid"",""fields"":{""ad_type"":""Grant or notice of funds availability"",""agency"":""Mental Health, NYS Office of"",""category"":""Medical & Health Care"",""cr"":""2135919"",""division"":""Central Office"",""due_date"":""8/20/2026"",""issue_date"":""6/11/2026"",""location"":""Statewide"",""title"":""Collaborative Care For Perinatal Mental Health In Obstetrics and Gynecology and Family Medicine Practices""},""normalized_status"":""Open"",""search_terms"":[""Medicaid"",""MMIS"",""claims"",""CMS"",""behavioral health""],""source_key"":""ny_contract_reporter"",""source_note"":""Official NYSCR public /Ads/Search listing. Per-row detail action requires login; public search PDF is captured when available."",""source_url"":""https://www.nyscr.ny.gov/Ads/Search?Status=Open&DateFilter=All&Keyword=Medicaid""}",2026-07-27T19:54:47Z
wi-vendornet-bid-wi-14105-c1a191fff365,WI,Wisconsin VendorNet Public Bids,437003-G27-0002737,Brighter Futures Initiative - Regions,"CHILDREN & FAMILIES, DEPT OF",VendorNet Solicitation,2026-07-15,2026-09-21,Open,,https://vendornet.wi.gov/Bid.aspx?Id=00000000-0000-0000-0000-000000000000&name=14105,https://vendornet.wi.gov/Bids.aspx,eligibility;enrollment,90,"{""agency"":""CHILDREN & FAMILIES, DEPT OF"",""available_date_raw"":""7/15/2026"",""available_in_esupplier"":true,""detail_key"":""14105"",""detail_url"":""https://vendornet.wi.gov/Bid.aspx?Id=00000000-0000-0000-0000-000000000000&name=14105"",""due_date_raw"":""9/21/2026 2:00:00 PM"",""solicitation_reference"":""437003-G27-0002737"",""source_key"":""wi_vendornet"",""source_note"":""Official Wisconsin VendorNet ASP.NET/Telerik public Bids.aspx table; initial grid and paging are exposed through standard Microsoft AJAX partial-postback responses."",""title"":""Brighter Futures Initiative - Regions""}",2026-07-27T19:59:38Z
wi-vendornet-bid-wi-14083-343283144f6c,WI,Wisconsin VendorNet Public Bids,437003-G27-0002735,Runaway and Homeless Youth,"CHILDREN & FAMILIES, DEPT OF",VendorNet Solicitation,2026-06-10,2026-08-18,Open,,https://vendornet.wi.gov/Bid.aspx?Id=00000000-0000-0000-0000-000000000000&name=14083,https://vendornet.wi.gov/Bids.aspx,eligibility;enrollment,90,"{""agency"":""CHILDREN & FAMILIES, DEPT OF"",""available_date_raw"":""6/10/2026"",""available_in_esupplier"":true,""detail_key"":""14083"",""detail_url"":""https://vendornet.wi.gov/Bid.aspx?Id=00000000-0000-0000-0000-000000000000&name=14083"",""due_date_raw"":""8/18/2026 2:00:00 PM"",""solicitation_reference"":""437003-G27-0002735"",""source_key"":""wi_vendornet"",""source_note"":""Official Wisconsin VendorNet ASP.NET/Telerik public Bids.aspx table; initial grid and paging are exposed through standard Microsoft AJAX partial-postback responses."",""title"":""Runaway and Homeless Youth""}",2026-07-27T19:59:38Z
wi-vendornet-bid-wi-14102-6b81a95cdf60,WI,Wisconsin VendorNet Public Bids,437004-G27-0002646,Transform Milwaukee Jobs Program - Foster Population,"CHILDREN & FAMILIES, DEPT OF",VendorNet Solicitation,2026-07-06,2026-08-14,Open,,https://vendornet.wi.gov/Bid.aspx?Id=00000000-0000-0000-0000-000000000000&name=14102,https://vendornet.wi.gov/Bids.aspx,eligibility;enrollment,90,"{""agency"":""CHILDREN & FAMILIES, DEPT OF"",""available_date_raw"":""7/6/2026"",""available_in_esupplier"":true,""detail_key"":""14102"",""detail_url"":""https://vendornet.wi.gov/Bid.aspx?Id=00000000-0000-0000-0000-000000000000&name=14102"",""due_date_raw"":""8/14/2026 2:00:00 PM"",""solicitation_reference"":""437004-G27-0002646"",""source_key"":""wi_vendornet"",""source_note"":""Official Wisconsin VendorNet ASP.NET/Telerik public Bids.aspx table; initial grid and paging are exposed through standard Microsoft AJAX partial-postback responses."",""title"":""Transform Milwaukee Jobs Program - Foster Population""}",2026-07-27T19:59:38Z
wa-webs-bid-wa-57258-e8a19786b42c,WA,Washington WEBS Bid Calendar,2026HCA4,External Quality Review Organization,Health Care Authority,WEBS Request for Proposal,2026-07-14,2026-08-07,Open,,https://pr-webs-vendor.des.wa.gov/Search_BidDetails.aspx?ID=57258,https://pr-webs-vendor.des.wa.gov/BidCalendar.aspx,managed care;Medicaid,90,"{""agency_inferred"":""Health Care Authority"",""amendment_date_raw"":""07/14/26"",""contact"":""Kimberly French"",""description"":""The Washington State Health Care Authority is initiating this Request for Proposals to invite qualified and experienced Bidders interested in serving as the External Quality Review Organization for the Washington Apple Health (Medicaid) Integrated Managed Care (AH-IMC) and Integrated Foster-Care (AH-IFC) programs. This RFP includes External Quality Review activities required or allowed under C.F.R."",""detail_id"":""57258"",""due_date_raw"":""08/07/26"",""external_urls"":[],""inclusion_plan"":""Y"",""pre_bid_conference"":""07/14/26 11:00"",""questions_deadline"":""07/21/26"",""ref_number"":""2026HCA4"",""source_key"":""wa_webs"",""source_note"":""Official WEBS public BidCalendar.aspx ASP.NET table; detail links require vendor login, so public row text is normalized."",""title"":""External Quality Review Organization""}",2026-07-27T19:59:08Z
nc-evp-solicitation-nc-dd219c14-5160-f111-bec6-001dd812e0a9-89ff9f1327c7,NC,North Carolina eVP Public Solicitations,Doc2248097243,RFP 30-2026-002-DHB Pharmacy Analytical and Clinical Support Services,DEPARTMENT OF HEALTH AND HUMAN SERVICES - DHHS,NC eVP Request for Proposal,2026-06-04,2026-08-06,Open,,https://evp.nc.gov/solicitations/details/?id=dd219c14-5160-f111-bec6-001dd812e0a9,https://evp.nc.gov/solicitations/,managed care;Medicaid,90,"{""attributes"":{""evp_description"":{""display"":""The North Carolina Department of Health and Human Services (\u201cNCDHHS\u201d or \u201cDepartment\u201d), Division of Health Benefits (\u201cDHB\u201d or \u201cNC Medicaid\u201d), through the NC Medicaid Pharmacy Program (\u201cPharmacy Program\u201d) seeks to procure an experienced and qualified partner with actuarial pharmacy expertise on a federal, state and commercial level to support analytical and clinical services for the Department. The selected Offeror shall be responsible for assisting the Department in the evaluation of all value-based clinical program initiatives including quality improvement and cost containment strategies, as well as provide analysis related to the pharmacy, durable medical equipment, and medical coverage component of managed care in accordance with 42 CFR Part 447; Section 340B of the Public Health Service Act; Section 1927 of the Social Security Act [42 USC 1396r-8]; and the North Carolina State Plan."",""value"":""The North Carolina Department of Health and Human Services (\u201cNCDHHS\u201d or \u201cDepartment\u201d), Division of Health Benefits (\u201cDHB\u201d or \u201cNC Medicaid\u201d), through the NC Medicaid Pharmacy Program (\u201cPharmacy Program\u201d) seeks to procure an experienced and qualified partner with actuarial pharmacy expertise on a federal, state and commercial level to support analytical and clinical services for the Department. The selected Offeror shall be responsible for assisting the Department in the evaluation of all value-based clinical program initiatives including quality improvement and cost containment strategies, as well as provide analysis related to the pharmacy, durable medical equipment, and medical coverage component of managed care in accordance with 42 CFR Part 447; Section 340B of the Public Health Service Act; Section 1927 of the Social Security Act [42 USC 1396r-8]; and the North Carolina State Plan.""},""evp_name"":{""display"":""RFP 30-2026-002-DHB Pharmacy Analytical and Clinical Support Services"",""value"":""RFP 30-2026-002-DHB Pharmacy Analytical and Clinical Support Services""},""evp_opendate"":{""display"":""8/6/2026 2:00 PM"",""value"":""/Date(1786024800000)/""},""evp_posteddate"":{""display"":""6/4/2026"",""value"":""/Date(1780603705000)/""},""evp_solicitationid"":{""display"":""dd219c14-5160-f111-bec6-001dd812e0a9"",""value"":""dd219c14-5160-f111-bec6-001dd812e0a9""},""evp_solicitationnbr"":{""display"":""Doc2248097243"",""value"":""Doc2248097243""},""owningbusinessunit"":{""display"":""DEPARTMENT OF HEALTH AND HUMAN SERVICES - DHHS"",""value"":{""Id"":""eefba4a6-8fbc-4bec-8de6-37083dd8ea60"",""LogicalName"":""businessunit"",""Name"":""DEPARTMENT OF HEALTH AND HUMAN SERVICES - DHHS""}},""statuscode"":{""display"":""Open"",""value"":{""Value"":790550000}}},""detail_url"":""https://evp.nc.gov/solicitations/details/?id=dd219c14-5160-f111-bec6-001dd812e0a9"",""entity_name"":""evp_solicitation"",""record_id"":""dd219c14-5160-f111-bec6-001dd812e0a9"",""source_key"":""nc_evp"",""source_note"":""Official NC eVP Microsoft Power Pages public entity-grid endpoint: solicitations page exposes data-get-url=/_services/entity-grid-data.json/... and secure view config; token endpoint is public.""}",2026-07-27T19:56:51Z
wi-vendornet-bid-wi-14093-147fe60e07e1,WI,Wisconsin VendorNet Public Bids,437004-G27-0002645,Transform Milwaukee Jobs Program - General Population,"CHILDREN & FAMILIES, DEPT OF",VendorNet Solicitation,2026-06-22,2026-07-31,Open,,https://vendornet.wi.gov/Bid.aspx?Id=00000000-0000-0000-0000-000000000000&name=14093,https://vendornet.wi.gov/Bids.aspx,eligibility;enrollment,90,"{""agency"":""CHILDREN & FAMILIES, DEPT OF"",""available_date_raw"":""6/22/2026"",""available_in_esupplier"":true,""detail_key"":""14093"",""detail_url"":""https://vendornet.wi.gov/Bid.aspx?Id=00000000-0000-0000-0000-000000000000&name=14093"",""due_date_raw"":""7/31/2026 2:00:00 PM"",""solicitation_reference"":""437004-G27-0002645"",""source_key"":""wi_vendornet"",""source_note"":""Official Wisconsin VendorNet ASP.NET/Telerik public Bids.aspx table; initial grid and paging are exposed through standard Microsoft AJAX partial-postback responses."",""title"":""Transform Milwaukee Jobs Program - General Population""}",2026-07-27T19:59:38Z
wi-vendornet-bid-wi-14063-68ebdbf48e40,WI,Wisconsin VendorNet Public Bids,437003-G27-0002710,Independent Living Region 3,"CHILDREN & FAMILIES, DEPT OF",VendorNet Solicitation,2026-05-26,2026-07-28,Open,,https://vendornet.wi.gov/Bid.aspx?Id=00000000-0000-0000-0000-000000000000&name=14063,https://vendornet.wi.gov/Bids.aspx,eligibility;enrollment,90,"{""agency"":""CHILDREN & FAMILIES, DEPT OF"",""available_date_raw"":""5/26/2026"",""available_in_esupplier"":true,""detail_key"":""14063"",""detail_url"":""https://vendornet.wi.gov/Bid.aspx?Id=00000000-0000-0000-0000-000000000000&name=14063"",""due_date_raw"":""7/28/2026 2:00:00 PM"",""solicitation_reference"":""437003-G27-0002710"",""source_key"":""wi_vendornet"",""source_note"":""Official Wisconsin VendorNet ASP.NET/Telerik public Bids.aspx table; initial grid and paging are exposed through standard Microsoft AJAX partial-postback responses."",""title"":""Independent Living Region 3""}",2026-07-27T19:59:38Z
sd-esm-event-sd-26rfp-27-09rht-024-247738a71939,SD,South Dakota ESM Posting Board Current Events,26RFP-27-09RHT-024,DOH Rural Health Transformation Grant & Project Management,Department of Health,ESM Solicitation,2026-07-17,2026-08-04,Ready for Responses,,https://postingboard.esmsolutions.com/3444a404-3818-494f-84c5-2a850acd7779/eventDetail/19888,https://postingboard.esmsolutions.com/3444a404-3818-494f-84c5-2a850acd7779/events,rural health;rural health transformation,88,"{""daysLeft"":8,""eventDueDate"":""2026-08-04T17:00:00"",""eventId"":""19888"",""eventName"":""DOH Rural Health Transformation Grant & Project Management"",""id"":""26RFP-27-09RHT-024"",""invitationType"":{""description"":""Invitation Only"",""id"":2},""listing_url"":""https://postingboard.esmsolutions.com/3444a404-3818-494f-84c5-2a850acd7779/events"",""open_sd_rfp_url"":""https://open.sd.gov/rfp.aspx"",""publishedDate"":""2026-07-17T13:05:46.13"",""source_key"":""sd_procurement_management"",""source_note"":""Official Open SD RFP/Bid Search links to the public ESM Solutions posting board; the adapter normalizes currentevents API rows only."",""status"":{""description"":""Ready for Responses"",""id"":2},""timezoneName"":""CT"",""timezoneNameAbbreviation"":""CT""}",2026-07-27T19:55:28Z
wa-webs-bid-wa-57084-12be0b828d31,WA,Washington WEBS Bid Calendar,RFP 9589,ACUTE HOSPITAL CARE AT HOME,UW Medicine,WEBS Request for Proposal,2026-07-22,2026-09-22,Open,,https://pr-webs-vendor.des.wa.gov/Search_BidDetails.aspx?ID=57084,https://pr-webs-vendor.des.wa.gov/BidCalendar.aspx,CMS;Medicaid;Medicare,85,"{""agency_inferred"":""UW Medicine"",""amendment_date_raw"":""07/22/26"",""contact"":""Sophia Meyering"",""description"":""UW Medicine is seeking to establish a contract with a qualified & experienced Bidder to provide: consultative services, remote patient monitoring technology, services and relevant interfaces, service providers, information technology, staffing, logistics coordination, & care delivery in support of UW Medicine\u2019s Acute Hospital Care at Home (AHCH) program in compliance w/ the Centers for Medicare and Medicaid Services (CMS ) Acute Hospital Care at Home requirements."",""detail_id"":""57084"",""due_date_raw"":""09/22/26"",""external_urls"":[],""inclusion_plan"":""N"",""pre_bid_conference"":"""",""questions_deadline"":"""",""ref_number"":""RFP 9589"",""source_key"":""wa_webs"",""source_note"":""Official WEBS public BidCalendar.aspx ASP.NET table; detail links require vendor login, so public row text is normalized."",""title"":""ACUTE HOSPITAL CARE AT HOME""}",2026-07-27T19:59:08Z
wa-webs-bid-wa-57185-ec06b0a0ed9e,WA,Washington WEBS Bid Calendar,Sole Source,Legal Notice,Department of Social & Health Services,WEBS Solicitation,2026-07-22,2026-07-31,Open,,https://pr-webs-vendor.des.wa.gov/Search_BidDetails.aspx?ID=57185,https://pr-webs-vendor.des.wa.gov/BidCalendar.aspx,CMS;Medicaid;Medicare,85,"{""agency_inferred"":""Department of Social & Health Services"",""amendment_date_raw"":""07/22/26"",""contact"":""Amel Alsalman"",""description"":""The purpose of this sole source contract is to provide specialized consulting to support the agency\u2019s preparation for federal Centers for Medicare & Medicaid Services (CMS) certification and state licensure survey readiness for the new forensic hospital. This certification and licensure is required for DSHS to qualify for federal Medicare and Medicaid funding."",""detail_id"":""57185"",""due_date_raw"":""07/31/26"",""external_urls"":[],""inclusion_plan"":""N"",""pre_bid_conference"":"""",""questions_deadline"":"""",""ref_number"":""Sole Source"",""source_key"":""wa_webs"",""source_note"":""Official WEBS public BidCalendar.aspx ASP.NET table; detail links require vendor login, so public row text is normalized."",""title"":""Legal Notice""}",2026-07-27T19:59:08Z
pa-dhs-rhtp-dhs-rhtp-ehr-hio-2026,PA,PA DHS Rural Health Transformation Plan Funding Opportunities,dhs-rhtp-ehr-hio-2026,EHR & HIO - Modernizing Healthcare Technology and Enabling Interoperability,Department of Human Services,DHS Funding Opportunity,2026-07-27,2026-08-14,Open,25000000,https://forms.cloud.microsoft/g/hjxPg3yamX,https://www.pa.gov/agencies/dhs/programs-services/healthcare/rural-health/rhtp-funding-opportunities,behavioral health;interoperability;rural health;rural health transformation,83,"{""application_dates"": ""July 27, 2026, at 8:00 AM to August 14, 2026, at 11:59 AM, or until or until the authorized funding cap has been met, whichever is sooner"", ""qualified_entities"": ""Hospitals Long-term care nursing facilities Home health agencies Behavioral health providers Community homes for individuals with disabilities or autism"", ""source_note"": ""Useful Medicaid/rural-health funding page. HTML-only, parsed conservatively for dated funding windows."", ""title"": ""EHR & HIO - Modernizing Healthcare Technology and Enabling Interoperability"", ""total_available_funding"": ""$25 million""}",2026-07-27T19:56:57Z
