source_record_id,title,issued_date,released_date,modified_date,next_update_date,landing_page,download_url,publisher,keywords,description,raw_json
97xg-v3wv,Rural Emergency Hospital Timely and Effective Care - Hospital,2025-10-14,2026-05-13,2026-04-21,,https://data.cms.gov/provider-data/dataset/97xg-v3wv,https://data.cms.gov/provider-data/sites/default/files/resources/325633e3e81e17de313537518fdca092_1776974886/REH_Timely_and_Effective_Care-Hospital.csv,Centers for Medicare & Medicaid Services (CMS),Rural; Emergency Hospital; Emergency Department; Timely and Effective Care,This data set includes provider-level data for timely and effective care (process of care) quality measures included under the Rural Emergency Hospital Quality Reporting (REHQR) Program.,"{""@type"": ""dcat:Dataset"", ""accessLevel"": ""public"", ""bureauCode"": [""009:38""], ""contactPoint"": {""@type"": ""vcard:Contact"", ""fn"": ""Hospital Compare"", ""hasURL"": ""https://cmsqualitysupport.servicenowservices.com/qnet_qa""}, ""description"": ""This data set includes provider-level data for timely and effective care (process of care) quality measures included under the Rural Emergency Hospital Quality Reporting (REHQR) Program."", ""distribution"": [{""@type"": ""dcat:Distribution"", ""describedBy"": ""https://data.cms.gov/provider-data/sites/default/files/data_dictionaries/hospital/HOSPITAL_Data_Dictionary.pdf"", ""describedByType"": ""application/pdf"", ""downloadURL"": ""https://data.cms.gov/provider-data/sites/default/files/resources/325633e3e81e17de313537518fdca092_1776974886/REH_Timely_and_Effective_Care-Hospital.csv"", ""mediaType"": ""text/csv""}], ""identifier"": ""97xg-v3wv"", ""issued"": ""2025-10-14"", ""keyword"": [""Rural"", ""Emergency Hospital"", ""Emergency Department"", ""Timely and Effective Care""], ""landingPage"": ""https://data.cms.gov/provider-data/dataset/97xg-v3wv"", ""modified"": ""2026-04-21"", ""programCode"": [""009:000""], ""publisher"": {""@type"": ""org:Organization"", ""name"": ""Centers for Medicare & Medicaid Services (CMS)""}, ""released"": ""2026-05-13"", ""theme"": [""Hospitals""], ""title"": ""Rural Emergency Hospital Timely and Effective Care - Hospital""}"
zt3q-3e1z,Rural Emergency Hospital Outpatient Imaging Efficiency - National,2026-01-26,2026-05-13,2026-04-21,,https://data.cms.gov/provider-data/dataset/zt3q-3e1z,https://data.cms.gov/provider-data/sites/default/files/resources/400efdf48b2a73bfef6217d28bf082e3_1776974893/REH_Outpatient_Imaging_Efficiency-National.csv,Centers for Medicare & Medicaid Services (CMS),Rural; Emergency Hospital; Emergency Department; Outpatient; CT Scans; National,This data set includes national-level data for outpatient imaging efficiency quality measures included under the Rural Emergency Hospital Quality Reporting (REHQR) Program.,"{""@type"": ""dcat:Dataset"", ""accessLevel"": ""public"", ""bureauCode"": [""009:38""], ""contactPoint"": {""@type"": ""vcard:Contact"", ""fn"": ""Hospital Compare"", ""hasURL"": ""https://cmsqualitysupport.servicenowservices.com/qnet_qa""}, ""description"": ""This data set includes national-level data for outpatient imaging efficiency quality measures included under the Rural Emergency Hospital Quality Reporting (REHQR) Program."", ""distribution"": [{""@type"": ""dcat:Distribution"", ""describedBy"": ""https://data.cms.gov/provider-data/sites/default/files/data_dictionaries/hospital/HOSPITAL_Data_Dictionary.pdf"", ""describedByType"": ""application/pdf"", ""downloadURL"": ""https://data.cms.gov/provider-data/sites/default/files/resources/400efdf48b2a73bfef6217d28bf082e3_1776974893/REH_Outpatient_Imaging_Efficiency-National.csv"", ""mediaType"": ""text/csv""}], ""identifier"": ""zt3q-3e1z"", ""issued"": ""2026-01-26"", ""keyword"": [""Rural"", ""Emergency Hospital"", ""Emergency Department"", ""Outpatient"", ""CT Scans"", ""National""], ""landingPage"": ""https://data.cms.gov/provider-data/dataset/zt3q-3e1z"", ""modified"": ""2026-04-21"", ""programCode"": [""009:000""], ""publisher"": {""@type"": ""org:Organization"", ""name"": ""Centers for Medicare & Medicaid Services (CMS)""}, ""released"": ""2026-05-13"", ""theme"": [""Hospitals""], ""title"": ""Rural Emergency Hospital Outpatient Imaging Efficiency - National""}"
7peb-i4pi,Rural Emergency Hospital Outpatient Imaging Efficiency - Hospital,2026-01-26,2026-05-13,2026-04-21,,https://data.cms.gov/provider-data/dataset/7peb-i4pi,https://data.cms.gov/provider-data/sites/default/files/resources/1a7240761452e8430813299b2e5b28e1_1776974891/REH_Outpatient_Imaging_Efficiency-Hospital.csv,Centers for Medicare & Medicaid Services (CMS),Rural; Emergency Hospital; Emergency Department; Outpatient; CT Scans,This data set includes provider-level data for outpatient imaging efficiency quality measures included under the Rural Emergency Hospital Quality Reporting (REHQR) Program.,"{""@type"": ""dcat:Dataset"", ""accessLevel"": ""public"", ""bureauCode"": [""009:38""], ""contactPoint"": {""@type"": ""vcard:Contact"", ""fn"": ""Hospital Compare"", ""hasURL"": ""https://cmsqualitysupport.servicenowservices.com/qnet_qa""}, ""description"": ""This data set includes provider-level data for outpatient imaging efficiency quality measures included under the Rural Emergency Hospital Quality Reporting (REHQR) Program."", ""distribution"": [{""@type"": ""dcat:Distribution"", ""describedBy"": ""https://data.cms.gov/provider-data/sites/default/files/data_dictionaries/hospital/HOSPITAL_Data_Dictionary.pdf"", ""describedByType"": ""application/pdf"", ""downloadURL"": ""https://data.cms.gov/provider-data/sites/default/files/resources/1a7240761452e8430813299b2e5b28e1_1776974891/REH_Outpatient_Imaging_Efficiency-Hospital.csv"", ""mediaType"": ""text/csv""}], ""identifier"": ""7peb-i4pi"", ""issued"": ""2026-01-26"", ""keyword"": [""Rural"", ""Emergency Hospital"", ""Emergency Department"", ""Outpatient"", ""CT Scans""], ""landingPage"": ""https://data.cms.gov/provider-data/dataset/7peb-i4pi"", ""modified"": ""2026-04-21"", ""programCode"": [""009:000""], ""publisher"": {""@type"": ""org:Organization"", ""name"": ""Centers for Medicare & Medicaid Services (CMS)""}, ""released"": ""2026-05-13"", ""theme"": [""Hospitals""], ""title"": ""Rural Emergency Hospital Outpatient Imaging Efficiency - Hospital""}"
f4ga-b9gx,Promoting Interoperability - Hospital,2025-02-06,2026-05-13,2026-04-28,,https://data.cms.gov/provider-data/dataset/f4ga-b9gx,https://data.cms.gov/provider-data/sites/default/files/resources/5462b19a756c53c1becccf13787d9157_1777413973/Promoting_Interoperability-Hospital.csv,Centers for Medicare & Medicaid Services (CMS),Promoting Interoperability; Meets criteria,The Medicare Promoting Interoperability Program was developed to promote and prioritize interoperability and exchange of health care data. Promoting interoperability means that hospitals show they're using certified Electronic Health Record (EHR) technology in ways that can be measured against quality standards.,"{""@type"": ""dcat:Dataset"", ""accessLevel"": ""public"", ""bureauCode"": [""009:38""], ""contactPoint"": {""@type"": ""vcard:Contact"", ""fn"": ""Hospital Compare"", ""hasURL"": ""https://cmsqualitysupport.servicenowservices.com/qnet_qa""}, ""description"": ""The Medicare Promoting Interoperability Program was developed to promote and prioritize interoperability and exchange of health care data. Promoting interoperability means that hospitals show they're using certified Electronic Health Record (EHR) technology in ways that can be measured against quality standards."", ""distribution"": [{""@type"": ""dcat:Distribution"", ""describedBy"": ""https://data.cms.gov/provider-data/sites/default/files/data_dictionaries/hospital/HOSPITAL_Data_Dictionary.pdf"", ""describedByType"": ""application/pdf"", ""downloadURL"": ""https://data.cms.gov/provider-data/sites/default/files/resources/5462b19a756c53c1becccf13787d9157_1777413973/Promoting_Interoperability-Hospital.csv"", ""mediaType"": ""text/csv""}], ""identifier"": ""f4ga-b9gx"", ""issued"": ""2025-02-06"", ""keyword"": [""Promoting Interoperability"", ""Meets criteria""], ""landingPage"": ""https://data.cms.gov/provider-data/dataset/f4ga-b9gx"", ""modified"": ""2026-04-28"", ""programCode"": [""009:000""], ""publisher"": {""@type"": ""org:Organization"", ""name"": ""Centers for Medicare & Medicaid Services (CMS)""}, ""released"": ""2026-05-13"", ""theme"": [""Hospitals""], ""title"": ""Promoting Interoperability - Hospital""}"
mxtu-43qs,Patient-Reported Outcomes - Hospital,2024-07-31,2026-05-13,2026-04-28,,https://data.cms.gov/provider-data/dataset/mxtu-43qs,https://data.cms.gov/provider-data/sites/default/files/resources/60ee1962356ca17e50e12f95d2871b46_1777413971/PATIENT_REPORTED_OUTCOMES_FACILITY.csv,Centers for Medicare & Medicaid Services (CMS),Hip Knee; Patient Reported; Outcomes; Surgery,"Patient-reported outcomes are reports from patients about aspects of care that matter most to them, like pain management, functional ability (like their ability to walk, think, see, hear and remember), and overall quality of life. Through surveys or questionnaires, patients self-report the effectiveness of the care they got from their provider.","{""@type"": ""dcat:Dataset"", ""accessLevel"": ""public"", ""bureauCode"": [""009:38""], ""contactPoint"": {""@type"": ""vcard:Contact"", ""fn"": ""Hospital Compare"", ""hasURL"": ""https://cmsqualitysupport.servicenowservices.com/qnet_qa""}, ""description"": ""Patient-reported outcomes are reports from patients about aspects of care that matter most to them, like pain management, functional ability (like their ability to walk, think, see, hear and remember), and overall quality of life. Through surveys or questionnaires, patients self-report the effectiveness of the care they got from their provider."", ""distribution"": [{""@type"": ""dcat:Distribution"", ""describedBy"": ""https://data.cms.gov/provider-data/sites/default/files/data_dictionaries/hospital/HOSPITAL_Data_Dictionary.pdf"", ""describedByType"": ""application/pdf"", ""downloadURL"": ""https://data.cms.gov/provider-data/sites/default/files/resources/60ee1962356ca17e50e12f95d2871b46_1777413971/PATIENT_REPORTED_OUTCOMES_FACILITY.csv"", ""mediaType"": ""text/csv""}], ""identifier"": ""mxtu-43qs"", ""issued"": ""2024-07-31"", ""keyword"": [""Hip Knee"", ""Patient Reported"", ""Outcomes"", ""Surgery""], ""landingPage"": ""https://data.cms.gov/provider-data/dataset/mxtu-43qs"", ""modified"": ""2026-04-28"", ""programCode"": [""009:000""], ""publisher"": {""@type"": ""org:Organization"", ""name"": ""Centers for Medicare & Medicaid Services (CMS)""}, ""released"": ""2026-05-13"", ""theme"": [""Hospitals""], ""title"": ""Patient-Reported Outcomes - Hospital""}"
84jm-wiui,Patient survey (HCAHPS) - State,2020-12-10,2026-05-13,2026-04-21,,https://data.cms.gov/provider-data/dataset/84jm-wiui,https://data.cms.gov/provider-data/sites/default/files/resources/e4ca53701c73500a3188874f2bbd2854_1776974786/HCAHPS-State.csv,Centers for Medicare & Medicaid Services (CMS),CAHPS; Patient Survey; Patient Experience of Care; Survey; State,"A list of the state averages for the HCAHPS survey responses. HCAHPS is a national, standardized survey of hospital patients about their experiences during a recent inpatient hospital stay.","{""@type"": ""dcat:Dataset"", ""accessLevel"": ""public"", ""bureauCode"": [""009:38""], ""contactPoint"": {""@type"": ""vcard:Contact"", ""fn"": ""Hospital Compare"", ""hasURL"": ""https://cmsqualitysupport.servicenowservices.com/qnet_qa""}, ""description"": ""A list of the state averages for the HCAHPS survey responses. HCAHPS is a national, standardized survey of hospital patients about their experiences during a recent inpatient hospital stay."", ""distribution"": [{""@type"": ""dcat:Distribution"", ""describedBy"": ""https://data.cms.gov/provider-data/sites/default/files/data_dictionaries/hospital/HOSPITAL_Data_Dictionary.pdf"", ""describedByType"": ""application/pdf"", ""downloadURL"": ""https://data.cms.gov/provider-data/sites/default/files/resources/e4ca53701c73500a3188874f2bbd2854_1776974786/HCAHPS-State.csv"", ""mediaType"": ""text/csv""}], ""identifier"": ""84jm-wiui"", ""issued"": ""2020-12-10"", ""keyword"": [""CAHPS"", ""Patient Survey"", ""Patient Experience of Care"", ""Survey"", ""State""], ""landingPage"": ""https://data.cms.gov/provider-data/dataset/84jm-wiui"", ""modified"": ""2026-04-21"", ""programCode"": [""009:000""], ""publisher"": {""@type"": ""org:Organization"", ""name"": ""Centers for Medicare & Medicaid Services (CMS)""}, ""released"": ""2026-05-13"", ""theme"": [""Hospitals""], ""title"": ""Patient survey (HCAHPS) - State""}"
99ue-w85f,Patient survey (HCAHPS) - National,2020-12-10,2026-05-13,2026-04-21,,https://data.cms.gov/provider-data/dataset/99ue-w85f,https://data.cms.gov/provider-data/sites/default/files/resources/08eefc5ab7c6cce7b3555fd79b0d8eec_1776974784/HCAHPS-National.csv,Centers for Medicare & Medicaid Services (CMS),CAHPS; Patient Survey; Patient Experience of Care; Survey; National,"The national average for the HCAHPS survey categories. HCAHPS is a national, standardized survey of hospital patients about their experiences during a recent inpatient hospital stay.","{""@type"": ""dcat:Dataset"", ""accessLevel"": ""public"", ""bureauCode"": [""009:38""], ""contactPoint"": {""@type"": ""vcard:Contact"", ""fn"": ""Hospital Compare"", ""hasURL"": ""https://cmsqualitysupport.servicenowservices.com/qnet_qa""}, ""description"": ""The national average for the HCAHPS survey categories. HCAHPS is a national, standardized survey of hospital patients about their experiences during a recent inpatient hospital stay."", ""distribution"": [{""@type"": ""dcat:Distribution"", ""describedBy"": ""https://data.cms.gov/provider-data/sites/default/files/data_dictionaries/hospital/HOSPITAL_Data_Dictionary.pdf"", ""describedByType"": ""application/pdf"", ""downloadURL"": ""https://data.cms.gov/provider-data/sites/default/files/resources/08eefc5ab7c6cce7b3555fd79b0d8eec_1776974784/HCAHPS-National.csv"", ""mediaType"": ""text/csv""}], ""identifier"": ""99ue-w85f"", ""issued"": ""2020-12-10"", ""keyword"": [""CAHPS"", ""Patient Survey"", ""Patient Experience of Care"", ""Survey"", ""National""], ""landingPage"": ""https://data.cms.gov/provider-data/dataset/99ue-w85f"", ""modified"": ""2026-04-21"", ""programCode"": [""009:000""], ""publisher"": {""@type"": ""org:Organization"", ""name"": ""Centers for Medicare & Medicaid Services (CMS)""}, ""released"": ""2026-05-13"", ""theme"": [""Hospitals""], ""title"": ""Patient survey (HCAHPS) - National""}"
dgck-syfz,Patient survey (HCAHPS) - Hospital,2023-07-05,2026-05-13,2026-04-28,,https://data.cms.gov/provider-data/dataset/dgck-syfz,https://data.cms.gov/provider-data/sites/default/files/resources/78a50346fbe828ea0ce2837847af6a7c_1777413952/HCAHPS-Hospital.csv,Centers for Medicare & Medicaid Services (CMS),CAHPS; Patient Survey; Patient Experience of Care; Survey,"A list of hospital ratings for the Hospital Consumer Assessment of Healthcare Providers and Systems (HCAHPS). HCAHPS is a national, standardized survey of hospital patients about their experiences during a recent inpatient hospital stay.","{""@type"": ""dcat:Dataset"", ""accessLevel"": ""public"", ""bureauCode"": [""009:38""], ""contactPoint"": {""@type"": ""vcard:Contact"", ""fn"": ""Hospital Compare"", ""hasURL"": ""https://cmsqualitysupport.servicenowservices.com/qnet_qa""}, ""description"": ""A list of hospital ratings for the Hospital Consumer Assessment of Healthcare Providers and Systems (HCAHPS). HCAHPS is a national, standardized survey of hospital patients about their experiences during a recent inpatient hospital stay."", ""distribution"": [{""@type"": ""dcat:Distribution"", ""describedBy"": ""https://data.cms.gov/provider-data/sites/default/files/data_dictionaries/hospital/HOSPITAL_Data_Dictionary.pdf"", ""describedByType"": ""application/pdf"", ""downloadURL"": ""https://data.cms.gov/provider-data/sites/default/files/resources/78a50346fbe828ea0ce2837847af6a7c_1777413952/HCAHPS-Hospital.csv"", ""mediaType"": ""text/csv""}], ""identifier"": ""dgck-syfz"", ""issued"": ""2023-07-05"", ""keyword"": [""CAHPS"", ""Patient Survey"", ""Patient Experience of Care"", ""Survey""], ""landingPage"": ""https://data.cms.gov/provider-data/dataset/dgck-syfz"", ""modified"": ""2026-04-28"", ""programCode"": [""009:000""], ""publisher"": {""@type"": ""org:Organization"", ""name"": ""Centers for Medicare & Medicaid Services (CMS)""}, ""released"": ""2026-05-13"", ""theme"": [""Hospitals""], ""title"": ""Patient survey (HCAHPS) - Hospital""}"
qatj-nmws,Patient Survey (PCH - HCAHPS) PPS-Exempt Cancer Hospital - State,2020-12-10,2026-05-13,2026-04-21,,https://data.cms.gov/provider-data/dataset/qatj-nmws,https://data.cms.gov/provider-data/sites/default/files/resources/f1d65b1e3b562b932fd3827c7783ea35_1776974819/PCH_HCAHPS_STATE.csv,Centers for Medicare & Medicaid Services (CMS),CAHPS; Patient Survey; Patient Experience of Care; Survey; State; Cancer; PPS-Exempt Cancer Hospital Quality Reporting,"A list of the state averages for the HCAHPS survey responses. HCAHPS is a national, standardized survey of hospital patients about their experiences during a recent inpatient hospital stay.","{""@type"": ""dcat:Dataset"", ""accessLevel"": ""public"", ""bureauCode"": [""009:38""], ""contactPoint"": {""@type"": ""vcard:Contact"", ""fn"": ""Hospital Compare"", ""hasURL"": ""https://cmsqualitysupport.servicenowservices.com/qnet_qa""}, ""description"": ""A list of the state averages for the HCAHPS survey responses. HCAHPS is a national, standardized survey of hospital patients about their experiences during a recent inpatient hospital stay."", ""distribution"": [{""@type"": ""dcat:Distribution"", ""describedBy"": ""https://data.cms.gov/provider-data/sites/default/files/data_dictionaries/hospital/HOSPITAL_Data_Dictionary.pdf"", ""describedByType"": ""application/pdf"", ""downloadURL"": ""https://data.cms.gov/provider-data/sites/default/files/resources/f1d65b1e3b562b932fd3827c7783ea35_1776974819/PCH_HCAHPS_STATE.csv"", ""mediaType"": ""text/csv""}], ""identifier"": ""qatj-nmws"", ""issued"": ""2020-12-10"", ""keyword"": [""CAHPS"", ""Patient Survey"", ""Patient Experience of Care"", ""Survey"", ""State"", ""Cancer"", ""PPS-Exempt Cancer Hospital Quality Reporting""], ""landingPage"": ""https://data.cms.gov/provider-data/dataset/qatj-nmws"", ""modified"": ""2026-04-21"", ""programCode"": [""009:000""], ""publisher"": {""@type"": ""org:Organization"", ""name"": ""Centers for Medicare & Medicaid Services (CMS)""}, ""released"": ""2026-05-13"", ""theme"": [""Hospitals""], ""title"": ""Patient Survey (PCH - HCAHPS) PPS-Exempt Cancer Hospital - State""}"
9g7e-btyt,Patient Survey (PCH - HCAHPS) PPS-Exempt Cancer Hospital - National,2020-12-10,2026-05-13,2026-04-21,,https://data.cms.gov/provider-data/dataset/9g7e-btyt,https://data.cms.gov/provider-data/sites/default/files/resources/51dabafd670b6379256fc111bcbec8b4_1776974817/PCH_HCAHPS_NATIONAL.csv,Centers for Medicare & Medicaid Services (CMS),CAHPS; Patient Survey; Patient Experience of Care; Survey; National; Cancer; PPS-Exempt Cancer Hospital Quality Reporting,"The national average for the HCAHPS survey categories. HCAHPS is a national, standardized survey of hospital patients about their experiences during a recent inpatient hospital stay.","{""@type"": ""dcat:Dataset"", ""accessLevel"": ""public"", ""bureauCode"": [""009:38""], ""contactPoint"": {""@type"": ""vcard:Contact"", ""fn"": ""Hospital Compare"", ""hasURL"": ""https://cmsqualitysupport.servicenowservices.com/qnet_qa""}, ""description"": ""The national average for the HCAHPS survey categories. HCAHPS is a national, standardized survey of hospital patients about their experiences during a recent inpatient hospital stay."", ""distribution"": [{""@type"": ""dcat:Distribution"", ""describedBy"": ""https://data.cms.gov/provider-data/sites/default/files/data_dictionaries/hospital/HOSPITAL_Data_Dictionary.pdf"", ""describedByType"": ""application/pdf"", ""downloadURL"": ""https://data.cms.gov/provider-data/sites/default/files/resources/51dabafd670b6379256fc111bcbec8b4_1776974817/PCH_HCAHPS_NATIONAL.csv"", ""mediaType"": ""text/csv""}], ""identifier"": ""9g7e-btyt"", ""issued"": ""2020-12-10"", ""keyword"": [""CAHPS"", ""Patient Survey"", ""Patient Experience of Care"", ""Survey"", ""National"", ""Cancer"", ""PPS-Exempt Cancer Hospital Quality Reporting""], ""landingPage"": ""https://data.cms.gov/provider-data/dataset/9g7e-btyt"", ""modified"": ""2026-04-21"", ""programCode"": [""009:000""], ""publisher"": {""@type"": ""org:Organization"", ""name"": ""Centers for Medicare & Medicaid Services (CMS)""}, ""released"": ""2026-05-13"", ""theme"": [""Hospitals""], ""title"": ""Patient Survey (PCH - HCAHPS) PPS-Exempt Cancer Hospital - National""}"
iy27-wz37,Patient Survey (PCH - HCAHPS) PPS-Exempt Cancer Hospital - Hospital,2023-07-12,2026-05-13,2026-04-21,,https://data.cms.gov/provider-data/dataset/iy27-wz37,https://data.cms.gov/provider-data/sites/default/files/resources/155aff6db1e04cbbe1676ce459d71053_1776974814/PCH_HCAHPS_HOSPITAL.csv,Centers for Medicare & Medicaid Services (CMS),CAHPS; Patient Survey; Patient Experience of Care; Survey; Cancer; PPS-Exempt Cancer Hospital Quality Reporting,"A list of hospital ratings for the Hospital Consumer Assessment of Healthcare Providers and Systems (HCAHPS). HCAHPS is a national, standardized survey of hospital patients about their experiences during a recent inpatient hospital stay.","{""@type"": ""dcat:Dataset"", ""accessLevel"": ""public"", ""bureauCode"": [""009:38""], ""contactPoint"": {""@type"": ""vcard:Contact"", ""fn"": ""Hospital Compare"", ""hasURL"": ""https://cmsqualitysupport.servicenowservices.com/qnet_qa""}, ""description"": ""A list of hospital ratings for the Hospital Consumer Assessment of Healthcare Providers and Systems (HCAHPS). HCAHPS is a national, standardized survey of hospital patients about their experiences during a recent inpatient hospital stay."", ""distribution"": [{""@type"": ""dcat:Distribution"", ""describedBy"": ""https://data.cms.gov/provider-data/sites/default/files/data_dictionaries/hospital/HOSPITAL_Data_Dictionary.pdf"", ""describedByType"": ""application/pdf"", ""downloadURL"": ""https://data.cms.gov/provider-data/sites/default/files/resources/155aff6db1e04cbbe1676ce459d71053_1776974814/PCH_HCAHPS_HOSPITAL.csv"", ""mediaType"": ""text/csv""}], ""identifier"": ""iy27-wz37"", ""issued"": ""2023-07-12"", ""keyword"": [""CAHPS"", ""Patient Survey"", ""Patient Experience of Care"", ""Survey"", ""Cancer"", ""PPS-Exempt Cancer Hospital Quality Reporting""], ""landingPage"": ""https://data.cms.gov/provider-data/dataset/iy27-wz37"", ""modified"": ""2026-04-21"", ""programCode"": [""009:000""], ""publisher"": {""@type"": ""org:Organization"", ""name"": ""Centers for Medicare & Medicaid Services (CMS)""}, ""released"": ""2026-05-13"", ""theme"": [""Hospitals""], ""title"": ""Patient Survey (PCH - HCAHPS) PPS-Exempt Cancer Hospital - Hospital""}"
qigt-w5cx,Palliative Care - PPS-Exempt Cancer Hospital - National,2024-07-31,2026-05-13,2026-04-21,,https://data.cms.gov/provider-data/dataset/qigt-w5cx,https://data.cms.gov/provider-data/sites/default/files/resources/b19666c7d9f040b0fffd9c7135a7d92d_1776974882/PCH_Palliative_Care_NATIONAL.csv,Centers for Medicare & Medicaid Services (CMS),Cancer; Chemotherapy; Hospice; Intensive Care Unit,Palliative care is specialized medical care that focuses on providing relief from pain and other symptoms of a serious illness. These measures are first steps that seek to broadly assess what is happening in PCHs at the end-of-life and will provide a baseline picture of existing end-of-life care at these hospitals.,"{""@type"": ""dcat:Dataset"", ""accessLevel"": ""public"", ""bureauCode"": [""009:38""], ""contactPoint"": {""@type"": ""vcard:Contact"", ""fn"": ""Hospital Compare"", ""hasURL"": ""https://cmsqualitysupport.servicenowservices.com/qnet_qa""}, ""description"": ""Palliative care is specialized medical care that focuses on providing relief from pain and other symptoms of a serious illness. These measures are first steps that seek to broadly assess what is happening in PCHs at the end-of-life and will provide a baseline picture of existing end-of-life care at these hospitals."", ""distribution"": [{""@type"": ""dcat:Distribution"", ""describedBy"": ""https://data.cms.gov/provider-data/sites/default/files/data_dictionaries/hospital/HOSPITAL_Data_Dictionary.pdf"", ""describedByType"": ""application/pdf"", ""downloadURL"": ""https://data.cms.gov/provider-data/sites/default/files/resources/b19666c7d9f040b0fffd9c7135a7d92d_1776974882/PCH_Palliative_Care_NATIONAL.csv"", ""mediaType"": ""text/csv""}], ""identifier"": ""qigt-w5cx"", ""issued"": ""2024-07-31"", ""keyword"": [""Cancer"", ""Chemotherapy"", ""Hospice"", ""Intensive Care Unit""], ""landingPage"": ""https://data.cms.gov/provider-data/dataset/qigt-w5cx"", ""modified"": ""2026-04-21"", ""programCode"": [""009:000""], ""publisher"": {""@type"": ""org:Organization"", ""name"": ""Centers for Medicare & Medicaid Services (CMS)""}, ""released"": ""2026-05-13"", ""theme"": [""Hospitals""], ""title"": ""Palliative Care - PPS-Exempt Cancer Hospital - National""}"
qoeg-w7ck,Palliative Care - PPS-Exempt Cancer Hospital - Hospital,2024-07-31,2026-05-13,2026-04-21,,https://data.cms.gov/provider-data/dataset/qoeg-w7ck,https://data.cms.gov/provider-data/sites/default/files/resources/2d420234bc6bcc963c6c374d91b0ed90_1776974880/PCH_Palliative_Care_HOSPITAL.csv,Centers for Medicare & Medicaid Services (CMS),Cancer; Chemotherapy; Hospice; Intensive Care Unit,Palliative care is specialized medical care that focuses on providing relief from pain and other symptoms of a serious illness. These measures are first steps that seek to broadly assess what is happening in PCHs at the end-of-life and will provide a baseline picture of existing end-of-life care at these hospitals.,"{""@type"": ""dcat:Dataset"", ""accessLevel"": ""public"", ""bureauCode"": [""009:38""], ""contactPoint"": {""@type"": ""vcard:Contact"", ""fn"": ""Hospital Compare"", ""hasURL"": ""https://cmsqualitysupport.servicenowservices.com/qnet_qa""}, ""description"": ""Palliative care is specialized medical care that focuses on providing relief from pain and other symptoms of a serious illness. These measures are first steps that seek to broadly assess what is happening in PCHs at the end-of-life and will provide a baseline picture of existing end-of-life care at these hospitals."", ""distribution"": [{""@type"": ""dcat:Distribution"", ""describedBy"": ""https://data.cms.gov/provider-data/sites/default/files/data_dictionaries/hospital/HOSPITAL_Data_Dictionary.pdf"", ""describedByType"": ""application/pdf"", ""downloadURL"": ""https://data.cms.gov/provider-data/sites/default/files/resources/2d420234bc6bcc963c6c374d91b0ed90_1776974880/PCH_Palliative_Care_HOSPITAL.csv"", ""mediaType"": ""text/csv""}], ""identifier"": ""qoeg-w7ck"", ""issued"": ""2024-07-31"", ""keyword"": [""Cancer"", ""Chemotherapy"", ""Hospice"", ""Intensive Care Unit""], ""landingPage"": ""https://data.cms.gov/provider-data/dataset/qoeg-w7ck"", ""modified"": ""2026-04-21"", ""programCode"": [""009:000""], ""publisher"": {""@type"": ""org:Organization"", ""name"": ""Centers for Medicare & Medicaid Services (CMS)""}, ""released"": ""2026-05-13"", ""theme"": [""Hospitals""], ""title"": ""Palliative Care - PPS-Exempt Cancer Hospital - Hospital""}"
